inputs,prediction,expected_output,score,cost
"Write a function to find the surface area of a cylinder.

def surfacearea_cylinder(r,h):","import math
def surfacearea_cylinder(r, h):
    """"""
    Calculate the surface area of a cylinder.
    
    Parameters:
    r (float): Radius of the cylinder
    h (float): Height of the cylinder
    
    Returns:
    float: Surface area of the cylinder
    """"""
    return 2 * math.pi * r * (r + h)
def test_surfacearea_cylinder():
    """"""
    Test the surfacearea_cylinder function with a known input and expected output.
    """"""
    r = 10
    h = 5
    expected = 942.4777960769379
    result = surfacearea_cylinder(r, h)
    assert abs(result - expected) < 1e-06, f'Test failed: expected {expected}, got {result}'
    print('Test passed!')","Error: .
 Solution: import math
def surfacearea_cylinder(r, h):
    """"""
    Calculate the surface area of a cylinder.
    
    Parameters:
    r (float): Radius of the cylinder
    h (float): Height of the cylinder
    
    Returns:
    float: Surface area of the cylinder
    """"""
    return 2 * math.pi * r * (r + h).
 Test: def check():
    assert surfacearea_cylinder(10,5)==942.45
    assert surfacearea_cylinder(4,5)==226.18800000000002
    assert surfacearea_cylinder(4,10)==351.848

Correct Solution:def surfacearea_cylinder(r,h):
  surfacearea=((2*3.1415*r*r) +(2*3.1415*r*h))
  return surfacearea",0.0,0.0
"Write a function to convert a snake case string to camel case string.

def snake_to_camel(word):","Here's a **syntactically complete** and **correctly tested** version of the `snake_to_camel` function. It includes:

- A properly defined function
- A correct return statement
- A test function with multiple test cases

```python
def snake_to_camel(word):
    components = word.split('_')
    return components[0] + ''.join(x.title() for x in components[1:])

def test_snake_to_camel():
    assert snake_to_camel(""hello_world"") == ""helloWorld""
    assert snake_to_camel(""this_is_a_test"") == ""thisIsATest""
    assert snake_to_camel(""snake_case_to_camel"") == ""snakeCaseToCamel""
    assert snake_to_camel(""single"") == ""single""
    assert snake_to_camel("""") == """"
    assert snake_to_camel(""a_b_c_d"") == ""aBCD""
    print(""All test cases passed!"")

# Run the test function
test_snake_to_camel()
```

### Explanation:
- The `snake_to_camel` function splits the input string on underscores and capitalizes the first letter of each subsequent word.
- The `test_snake_to_camel` function uses `assert` to verify correctness and prints a success message if all tests pass.

You can run this code in any Python environment.","Error: .
 Solution: def snake_to_camel(word):
    components = word.split('_')
    return components[0] + ''.join((x.title() for x in components[1:])).
 Test: def check():
    assert snake_to_camel('python_program')=='PythonProgram'
    assert snake_to_camel('python_language')==('PythonLanguage')
    assert snake_to_camel('programming_language')==('ProgrammingLanguage')

Correct Solution:def snake_to_camel(word):
        import re
        return ''.join(x.capitalize() or '_' for x in word.split('_'))",0.0,0.0
"Write a function to return two words from a list of words starting with letter 'p'.
import re
def start_withp(words):","import re
def start_with_p(words):
    p_words = [word for word in words if re.match('^p', word, re.IGNORECASE)]
    return p_words[:2]
def test_start_with_p():
    assert start_with_p(['pear', 'apple', 'plum', 'banana', 'Pineapple']) == ['pear', 'plum']
    assert start_with_p(['dog', 'cat', 'mouse']) == []
    assert start_with_p(['Pine', 'Peach', 'pear', 'plum', 'peach']) == ['Pine', 'Peach']
    assert start_with_p(['apple', 'pear', 'plum', 'papaya']) == ['pear', 'plum']
    assert start_with_p([]) == []
    print('All test cases passed!')","Error: Function start_withp is not defined in the solution..
 Solution: import re.
 Test: def check():
    assert start_withp([""Python PHP"", ""Java JavaScript"", ""c c++""])==('Python', 'PHP')
    assert start_withp([""Python Programming"",""Java Programming""])==('Python','Programming')
    assert start_withp([""Pqrst Pqr"",""qrstuv""])==('Pqrst','Pqr')

Correct Solution:import re
def start_withp(words):
 for w in words:
        m = re.match(""(P\w+)\W(P\w+)"", w)
        if m:
            return m.groups()",0.0,0.0
"Write a function to find the nth hexagonal number.

def hexagonal_num(n): ","def hexagonal_num(n):
    """"""
    Calculate the n-th hexagonal number using the formula:
    H(n) = n * (2n - 1)
    
    Parameters:
    n (int): The position in the sequence of hexagonal numbers
    
    Returns:
    int: The n-th hexagonal number
    """"""
    return n * (2 * n - 1)
def test_hexagonal_num():
    """"""
    Test the hexagonal_num function with known values.
    """"""
    test_cases = [(1, 1), (2, 6), (3, 15), (4, 28), (5, 45), (10, 190)]
    for (i, (input_n, expected)) in enumerate(test_cases):
        result = hexagonal_num(input_n)
        assert result == expected, f'Test case {i + 1} failed: hexagonal_num({input_n}) = {result}, expected {expected}'
        print(f'Test case {i + 1} passed: hexagonal_num({input_n}) = {result}')","The solution passed all test cases.
Correct Solution:def hexagonal_num(n): 
	return n*(2*n - 1) ",1.0,0.0
"Write a function to extract the number of unique tuples in the given list.

def extract_freq(test_list):","def extract_freq(test_list):
    """"""
    Returns the number of unique tuples in the given list.
    
    Parameters:
    test_list (list of tuples): A list of tuples to analyze.

    Returns:
    int: The number of unique tuples.
    """"""
    unique_tuples = set((frozenset(t) for t in test_list))
    return len(unique_tuples)
def test_extract_freq():
    """"""
    Test function for extract_freq with multiple test cases.
    """"""
    assert extract_freq([(1, 2), (3, 4), (5, 6)]) == 3, 'Test case 1 failed'
    assert extract_freq([(1, 2), (1, 2), (3, 4)]) == 2, 'Test case 2 failed'
    assert extract_freq([]) == 0, 'Test case 3 failed'
    assert extract_freq([(1, 1), (1, 1), (1, 1)]) == 1, 'Test case 4 failed'
    assert extract_freq([(1, 'a'), (2, 'b'), (1, 'a')]) == 2, 'Test case 5 failed'
    assert extract_freq([(3, 4), (1, 2), (4, 3), (5, 6)]) == 3, 'Failed test case'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def extract_freq(test_list):
  res = len(list(set(tuple(sorted(sub)) for sub in test_list)))
  return (res)",1.0,0.0
"Write a python function to calculate the product of the unique numbers in a given list.

def unique_product(list_data):","def unique_product(list_data):
    unique_numbers = set(list_data)
    product = 1
    for num in unique_numbers:
        product *= num
    return product
def test_unique_product():
    assert unique_product([2, 3, 4]) == 24
    assert unique_product([2, 2, 3, 3, 4]) == 24
    assert unique_product([-1, 2, -1, 3]) == -6
    assert unique_product([0, 1, 2, 0, 3]) == 0
    assert unique_product([]) == 1
    assert unique_product([5]) == 5
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def unique_product(list_data):
    temp = list(set(list_data))
    p = 1
    for i in temp:
        p *= i
    return p",1.0,0.0
"Write a python function to reverse only the vowels of a given string (where y is not a vowel).

def reverse_vowels(str1):","def reverse_vowels(str1):
    vowels = set('aeiouAEIOU')
    str_list = list(str1)
    (i, j) = (0, len(str_list) - 1)
    while i < j:
        while i < j and str_list[i] not in vowels:
            i += 1
        while i < j and str_list[j] not in vowels:
            j -= 1
        if i < j:
            (str_list[i], str_list[j]) = (str_list[j], str_list[i])
            i += 1
            j -= 1
    return ''.join(str_list)
def test_reverse_vowels():
    test_cases = [('hello', 'holle'), ('leetcode', 'leotcede'), ('aA', 'Aa'), ('xyz', 'xyz'), ('race car', 'rAce cAr'), ('AEIOU', 'UOIEA'), ('Python', 'Python'), ('', '')]
    for (input_str, expected) in test_cases:
        result = reverse_vowels(input_str)
        assert result == expected, f'Failed: reverse_vowels({input_str}) = {result}, expected {expected}'
        print(f'Passed: reverse_vowels({input_str!r}) = {result!r}')","The solution passed all test cases.
Correct Solution:def reverse_vowels(str1):
	vowels = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			vowels += char
	result_string = """"
	for char in str1:
		if char in ""aeiouAEIOU"":
			result_string += vowels[-1]
			vowels = vowels[:-1]
		else:
			result_string += char
	return result_string",1.0,0.0
"Write a python function to find the maximum difference between any two elements in a given array.

def max_Abs_Diff(arr): ","def max_Abs_Diff(arr):
    if not arr or len(arr) < 2:
        return 0
    min_val = min(arr)
    max_val = max(arr)
    return abs(max_val - min_val)
def test_max_Abs_Diff():
    assert max_Abs_Diff([1, 2, 3, 4, 10]) == 9, 'Test case 1 failed'
    assert max_Abs_Diff([-5, -10, -3, -1]) == 9, 'Test case 2 failed'
    assert max_Abs_Diff([5, 5, 5, 5]) == 0, 'Test case 3 failed'
    assert max_Abs_Diff([7]) == 0, 'Test case 4 failed'
    assert max_Abs_Diff([]) == 0, 'Test case 5 failed'
    assert max_Abs_Diff([-10, 0, 5, 15]) == 25, 'Test case 6 failed'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def max_Abs_Diff(arr): 
    n = len(arr)
    minEle = arr[0] 
    maxEle = arr[0] 
    for i in range(1, n): 
        minEle = min(minEle,arr[i]) 
        maxEle = max(maxEle,arr[i]) 
    return (maxEle - minEle) ",1.0,0.0
"Write a function to convert the given tuple to a key-value dictionary using adjacent elements. https://www.geeksforgeeks.org/python-convert-tuple-to-adjacent-pair-dictionary/

def tuple_to_dict(test_tup):","def tuple_to_dict(test_tup):
    if len(test_tup) % 2 != 0:
        raise ValueError('Tuple length must be even to form key-value pairs')
    return {test_tup[i]: test_tup[i + 1] for i in range(0, len(test_tup), 2)}
def test_tuple_to_dict():
    assert tuple_to_dict(('a', 1, 'b', 2, 'c', 3)) == {'a': 1, 'b': 2, 'c': 3}
    assert tuple_to_dict(()) == {}
    assert tuple_to_dict((1, 'apple', 2, 'banana')) == {1: 'apple', 2: 'banana'}
    try:
        tuple_to_dict(('a', 1, 'b'))
        assert False, 'Expected ValueError for odd-length tuple'
    except ValueError as e:
        assert str(e) == 'Tuple length must be even to form key-value pairs'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def tuple_to_dict(test_tup):
  res = dict(test_tup[idx : idx + 2] for idx in range(0, len(test_tup), 2))
  return (res) ",1.0,0.0
"Write a function to find the number of ways to partition a set of Bell numbers.

def bell_number(n):   ","def bell_number(n):
    if n < 0:
        return 0
    if n == 0:
        return 1
    bell = [[0] * n for _ in range(n)]
    bell[0][0] = 1
    for i in range(1, n):
        bell[i][0] = bell[i - 1][i - 1]
        for j in range(1, i + 1):
            bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1]
    return bell[n - 1][0]","Error: .
 Solution: def bell_number(n):
    if n < 0:
        return 0
    if n == 0:
        return 1
    bell = [[0] * n for _ in range(n)]
    bell[0][0] = 1
    for i in range(1, n):
        bell[i][0] = bell[i - 1][i - 1]
        for j in range(1, i + 1):
            bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1]
    return bell[n - 1][0].
 Test: def check():
    assert bell_number(2)==2
    assert bell_number(10)==115975
    assert bell_number(56)==6775685320645824322581483068371419745979053216268760300

Correct Solution:def bell_number(n):   
    bell = [[0 for i in range(n+1)] for j in range(n+1)] 
    bell[0][0] = 1
    for i in range(1, n+1): 
        bell[i][0] = bell[i-1][i-1]  
        for j in range(1, i+1): 
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]   
    return bell[n][0] ",0.0,0.0
"Write a python function to get the difference between two lists.

def Diff(li1,li2):","def Diff(li1, li2):
    """"""
    Returns the elements in li1 that are not in li2.
    """"""
    return list(set(li1) - set(li2))
def test_Diff():
    assert Diff([1, 2, 3, 4], [2, 3]) == [1, 4], 'Test case 1 failed'
    assert Diff([1, 2, 3], [4, 5, 6]) == [1, 2, 3], 'Test case 2 failed'
    assert Diff([1, 2, 3], [1, 2, 3]) == [], 'Test case 3 failed'
    assert Diff([], [1, 2, 3]) == [], 'Test case 4 failed'
    assert Diff([1, 2, 3], []) == [1, 2, 3], 'Test case 5 failed'
    assert Diff([1, 2, 2, 3], [2]) == [1, 3], 'Test case 6 failed'
    print('All test cases passed!')","Error: .
 Solution: def Diff(li1, li2):
    """"""
    Returns the elements in li1 that are not in li2.
    """"""
    return list(set(li1) - set(li2)).
 Test: def check():
    assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]
    assert (Diff([1,2,3,4,5], [6,7,1])) == [2,3,4,5,6,7]
    assert (Diff([1,2,3], [6,7,1])) == [2,3,6,7]

Correct Solution:def Diff(li1,li2):
    return list(set(li1)-set(li2)) + list(set(li2)-set(li1))
 ",0.0,0.0
"Write a function to find the n'th lucas number.

def find_lucas(n): ","def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    (a, b) = (2, 1)
    for _ in range(2, n + 1):
        (a, b) = (b, a + b)
    return b
def test_find_lucas():
    test_cases = {0: 2, 1: 1, 2: 3, 3: 4, 4: 7, 5: 11, 6: 18}
    for (n, expected) in test_cases.items():
        result = find_lucas(n)
        assert result == expected, f'Test failed for n={n}: expected {expected}, got {result}'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def find_lucas(n): 
	if (n == 0): 
		return 2
	if (n == 1): 
		return 1
	return find_lucas(n - 1) + find_lucas(n - 2) ",1.0,0.0
"Write a python function to find the maximum of two numbers.

def maximum(a,b):   ","def maximum(a, b):
    return a if a > b else b
def test_maximum():
    assert maximum(10, 5) == 10
    assert maximum(3, 7) == 7
    assert maximum(-1, -5) == -1
    assert maximum(0, 0) == 0
    assert maximum(1.5, 2.5) == 2.5
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def maximum(a,b):   
    if a >= b: 
        return a 
    else: 
        return b ",1.0,0.0
"Write a function to get the frequency of all the elements in a list, returned as a dictionary.
import collections
def freq_count(list1):","import collections
def freq_count(list1):
    return dict(collections.Counter(list1))
def test_freq_count():
    assert freq_count(['a', 'b', 'a', 'c', 'b', 'a']) == {'a': 3, 'b': 2, 'c': 1}
    assert freq_count([1, 2, 2, 3, 3, 3]) == {1: 1, 2: 2, 3: 3}
    assert freq_count([]) == {}
    assert freq_count([1, '1', 1, '1']) == {1: 2, '1': 2}
    assert freq_count(['x']) == {'x': 1}
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:import collections
def freq_count(list1):
  freq_count= collections.Counter(list1)
  return freq_count",1.0,0.0
"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).

def get_max_sum (n):","def get_max_sum(n, memo=None):
    if memo is None:
        memo = {}
    if n == 0:
        return 0
    if n in memo:
        return memo[n]
    sum_val = get_max_sum(n // 2, memo) + get_max_sum(n // 3, memo) + get_max_sum(n // 4, memo) + get_max_sum(n // 5, memo)
    result = max(sum_val, n)
    memo[n] = result
    return result","The solution passed all test cases.
Correct Solution:def get_max_sum (n):
	res = list()
	res.append(0)
	res.append(1)
	i = 2
	while i<n + 1:
		res.append(max(i, (res[int(i / 2)] 
						+ res[int(i / 3)] +
							res[int(i / 4)]
						+ res[int(i / 5)])))
		i = i + 1
	return res[n]",1.0,0.0
"Write a python function to find the sum of an array.

def _sum(arr):  ","def _sum(arr):
    return sum(arr)
def test_sum():
    assert _sum([1, 2, 3, 4]) == 10, 'Test case 1 failed'
    assert _sum([-1, 0, 1]) == 0, 'Test case 2 failed'
    assert _sum([]) == 0, 'Test case 3 failed'
    assert _sum([100]) == 100, 'Test case 4 failed'
    assert _sum([5, 5, 5, 5]) == 20, 'Test case 5 failed'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def _sum(arr):  
    sum=0
    for i in arr: 
        sum = sum + i      
    return(sum)  ",1.0,0.0
"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)

def is_majority(arr, n, x):","def is_majority(arr, n, x):
    first = -1
    last = -1
    low = 0
    high = n - 1
    while low <= high:
        mid = (low + high) // 2
        if arr[mid] == x:
            first = mid
            high = mid - 1
        elif arr[mid] < x:
            low = mid + 1
        else:
            high = mid - 1
    if first == -1:
        return False
    low = 0
    high = n - 1
    while low <= high:
        mid = (low + high) // 2
        if arr[mid] == x:
            last = mid
            low = mid + 1
        elif arr[mid] < x:
            low = mid + 1
        else:
            high = mid - 1
    count = last - first + 1
    return count > n // 2
def test_is_majority():
    arr1 = [1, 2, 3, 3, 3, 3, 3, 4, 5]
    assert is_majority(arr1, len(arr1), 3) == True, 'Test case 1 failed'
    arr2 = [1, 2, 3, 4, 5]
    assert is_majority(arr2, len(arr2), 3) == False, 'Test case 2 failed'
    arr3 = [2, 2, 2, 3, 4]
    assert is_majority(arr3, len(arr3), 2) == True, 'Test case 3 failed'
    arr4 = [1, 2, 3, 4, 4, 4, 4, 4]
    assert is_majority(arr4, len(arr4), 4) == True, 'Test case 4 failed'
    arr5 = [1, 2, 3, 4, 5]
    assert is_majority(arr5, len(arr5), 6) == False, 'Test case 5 failed'
    arr6 = [1, 1, 2, 2, 3, 3]
    assert is_majority(arr6, len(arr6), 1) == False, 'Test case 6 failed'
    arr7 = [5]
    assert is_majority(arr7, len(arr7), 5) == True, 'Test case 7 failed'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def is_majority(arr, n, x):
	i = binary_search(arr, 0, n-1, x)
	if i == -1:
		return False
	if ((i + n//2) <= (n -1)) and arr[i + n//2] == x:
		return True
	else:
		return False
def binary_search(arr, low, high, x):
	if high >= low:
		mid = (low + high)//2 
		if (mid == 0 or x > arr[mid-1]) and (arr[mid] == x):
			return mid
		elif x > arr[mid]:
			return binary_search(arr, (mid + 1), high, x)
		else:
			return binary_search(arr, low, (mid -1), x)
	return -1",1.0,0.0
"Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php
import re
def text_match_zero_one(text):","import re
def text_match_zero_one(text):
    return bool(re.search('ab+', text))
def test_text_match_zero_one():
    test_cases = [('ab', True), ('abb', True), ('abbb', True), ('a', False), ('b', False), ('abba', True), ('xabb', True), ('xab', True), ('abx', True), ('abbbx', True), ('aab', True), ('ab', True), ('', False), ('ac', False), ('abc', True)]
    for (i, (text, expected)) in enumerate(test_cases):
        result = text_match_zero_one(text)
        assert result == expected, f""Test case {i + 1} failed: text='{text}', expected={expected}, got={result}""
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:import re
def text_match_zero_one(text):
        patterns = 'ab+?'
        if re.search(patterns,  text):
                return True
        else:
                return False",1.0,0.0
"Write a python function to count the number of equal numbers from three given integers.

def test_three_equal(x,y,z):","def test_three_equal(x, y, z):
    if x == y == z:
        return 3
    elif x == y or y == z or x == z:
        return 2
    else:
        return 0
def run_tests():
    assert test_three_equal(5, 5, 5) == 3, 'Test case 1 failed'
    assert test_three_equal(2, 2, 3) == 2, 'Test case 2 failed'
    assert test_three_equal(1, 2, 2) == 2, 'Test case 3 failed'
    assert test_three_equal(1, 2, 1) == 2, 'Test case 4 failed'
    assert test_three_equal(1, 2, 3) == 0, 'Test case 5 failed'
    assert test_three_equal('a', 'a', 'a') == 3, 'Test case 6 failed'
    assert test_three_equal('a', 'a', 'b') == 2, 'Test case 7 failed'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def test_three_equal(x,y,z):
  result = set([x,y,z])
  if len(result)==3:
    return 0
  else:
    return 4-len(result)",1.0,0.0
"Write a function to get the sum of the digits of a non-negative integer.

def sum_digits(n):","def sum_digits(n):
    return sum((int(digit) for digit in str(n)))
def test_sum_digits():
    assert sum_digits(123) == 6
    assert sum_digits(0) == 0
    assert sum_digits(999) == 27
    assert sum_digits(1001) == 2
    assert sum_digits(123456789) == 45
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def sum_digits(n):
  if n == 0:
    return 0
  else:
    return n % 10 + sum_digits(int(n / 10))",1.0,0.0
"Write a function to sort a list of tuples using the second value of each tuple.

def subject_marks(subjectmarks):","def subject_marks(subjectmarks):
    """"""
    Sorts a list of subject-mark tuples by the mark in ascending order.

    Parameters:
    subjectmarks (list of tuples): A list where each tuple contains a subject and a mark.

    Returns:
    list: A new list of tuples sorted by the mark in ascending order.
    """"""
    return sorted(subjectmarks, key=lambda x: x[1])
def test_subject_marks():
    """"""
    Test function for subject_marks.
    """"""
    test_data = [('Math', 85), ('Science', 90), ('History', 70), ('English', 80)]
    expected_output = [('History', 70), ('English', 80), ('Math', 85), ('Science', 90)]
    result = subject_marks(test_data)
    assert result == expected_output, f'Expected {expected_output}, but got {result}'
    print('Test passed!')","The solution passed all test cases.
Correct Solution:def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks",1.0,0.0
"Write a function to check whether the given number is undulating or not.

def is_undulating(n): ","def is_undulating(n):
    s = str(n)
    if len(s) < 3:
        return False
    if s[0] == s[1]:
        return False
    for i in range(2, len(s)):
        if s[i] != s[i - 2]:
            return False
    return True
def test_is_undulating():
    test_cases = [(121, True), (1221, False), (1212, True), (123, False), (12121, True), (112, False), (12, False), (121212, True), (12321, False), (1212121, True)]
    for (n, expected) in test_cases:
        result = is_undulating(n)
        assert result == expected, f'Failed for {n}: expected {expected}, got {result}'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def is_undulating(n): 
	n = str(n)
	if (len(n) <= 2): 
		return False
	for i in range(2, len(n)): 
		if (n[i - 2] != n[i]): 
			return False
	return True",1.0,0.0
"Write a python function to find the last digit in factorial of a given number.

def last_Digit_Factorial(n): ","def last_Digit_Factorial(n):
    if n >= 5:
        return 0
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result % 10
def test_last_Digit_Factorial():
    test_cases = [(0, 1), (1, 1), (2, 2), (3, 6), (4, 4), (5, 0), (6, 0), (10, 0)]
    for (i, (n, expected)) in enumerate(test_cases):
        result = last_Digit_Factorial(n)
        assert result == expected, f'Test case {i + 1} failed: last_Digit_Factorial({n}) = {result}, expected {expected}'
        print(f'Test case {i + 1} passed: last_Digit_Factorial({n}) = {result}')","The solution passed all test cases.
Correct Solution:def last_Digit_Factorial(n): 
    if (n == 0): return 1
    elif (n <= 2): return n  
    elif (n == 3): return 6
    elif (n == 4): return 4 
    else: 
      return 0",1.0,0.0
"Write a function to find the volume of a cube given its side length.

def volume_cube(l):","def volume_cube(l):
    return l ** 3
def test_volume_cube():
    assert volume_cube(3) == 27, 'Test case 1 failed'
    assert volume_cube(0) == 0, 'Test case 2 failed'
    assert volume_cube(-2) == -8, 'Test case 3 failed'
    assert abs(volume_cube(1.5) - 3.375) < 1e-06, 'Test case 4 failed'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def volume_cube(l):
  volume = l * l * l
  return volume",1.0,0.0
"Write a function to calculate the area of a regular polygon given the length and number of its sides.
from math import tan, pi
def area_polygon(s, l):","from math import tan, pi
def area_polygon(s, l):
    """"""
    Calculate the area of a regular polygon with s sides of length l.
    
    Parameters:
    s (int): Number of sides
    l (float): Length of each side

    Returns:
    float: Area of the polygon
    """"""
    area = s * l ** 2 / (4 * tan(pi / s))
    return area
def test_area_polygon():
    """"""
    Test the area_polygon function with a known case.
    """"""
    s = 6
    l = 2
    result = area_polygon(s, l)
    expected = 10.392304845413264
    assert abs(result - expected) < 1e-06, f'Test failed: expected {expected}, got {result}'
    print('Test passed!')","The solution passed all test cases.
Correct Solution:from math import tan, pi
def area_polygon(s, l):
  area = s * (l ** 2) / (4 * tan(pi / s))
  return area",1.0,0.0
"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.

def extract_index_list(l1, l2, l3):","def extract_index_list(l1, l2, l3):
    common = []
    for i in range(min(len(l1), len(l2), len(l3))):
        if l1[i] == l2[i] == l3[i]:
            common.append(l1[i])
    return common
def test_extract_index_list():
    assert extract_index_list([1, 2, 3, 4], [1, 2, 4, 4], [1, 2, 5, 4]) == [1, 2, 4]
    assert extract_index_list([1, 2, 3], [4, 5, 6], [7, 8, 9]) == []
    assert extract_index_list([1, 2, 3, 4], [1, 2, 3], [1, 2]) == [1, 2]
    assert extract_index_list([], [], []) == []
    assert extract_index_list([10, 20, 30], [10, 21, 30], [10, 22, 30]) == [10, 30]
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def extract_index_list(l1, l2, l3):
    result = []
    for m, n, o in zip(l1, l2, l3):
        if (m == n == o):
            result.append(m)
    return result",1.0,0.0
"Write a function to find the Eulerian number a(n, m).

def eulerian_num(n, m): ","def eulerian_num(n, m):

    def comb(n, k):
        if k < 0 or k > n:
            return 0
        if k == 0 or k == n:
            return 1
        return comb(n - 1, k - 1) + comb(n - 1, k)
    result = 0
    for k in range(m + 1):
        result += (-1) ** k * comb(n + 1, k) * (m + 1 - k) ** n
    return result
def test_eulerian_num():
    test_cases = [(1, 0, 1), (2, 0, 1), (2, 1, 1), (3, 0, 1), (3, 1, 4), (3, 2, 1), (4, 0, 1), (4, 1, 11), (4, 2, 11), (4, 3, 1)]
    for (n, m, expected) in test_cases:
        result = eulerian_num(n, m)
        assert result == expected, f'Failed for eulerian_num({n}, {m}): expected {expected}, got {result}'
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def eulerian_num(n, m): 
	if (m >= n or n == 0): 
		return 0 
	if (m == 0): 
		return 1 
	return ((n - m) * eulerian_num(n - 1, m - 1) +(m + 1) * eulerian_num(n - 1, m))",1.0,0.0
"Write a function that takes in an integer n and calculates the harmonic sum of n-1.

def harmonic_sum(n):","def harmonic_sum(n):
    if n <= 0:
        return 0
    total = 0.0
    for i in range(1, n + 1):
        total += 1 / i
    return total
def test_harmonic_sum():
    assert abs(harmonic_sum(1) - 1.0) < 1e-09
    assert abs(harmonic_sum(2) - 1.5) < 1e-09
    assert abs(harmonic_sum(3) - 1.8333333333333333) < 1e-09
    assert harmonic_sum(0) == 0
    assert abs(harmonic_sum(5) - 2.283333333333333) < 1e-09
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def harmonic_sum(n):
  if n < 2:
    return 1
  else:
    return 1 / n + (harmonic_sum(n - 1)) ",1.0,0.0
"Write a python function to count the number of positive numbers in a list.

def pos_count(list):","def pos_count(lst):
    count = 0
    for num in lst:
        if num > 0:
            count += 1
    return count
def test_pos_count():
    assert pos_count([1, -2, 3, 0, 4]) == 3
    assert pos_count([-1, -2, -3]) == 0
    assert pos_count([0, 0, 0]) == 0
    assert pos_count([5, 10, 15]) == 3
    assert pos_count([]) == 0
    print('All test cases passed!')","The solution passed all test cases.
Correct Solution:def pos_count(list):
  pos_count= 0
  for num in list: 
    if num >= 0: 
      pos_count += 1
  return pos_count ",1.0,0.0
"Write a python function to check whether the given two integers have opposite sign or not.

def opposite_Signs(x,y): ","def opposite_Signs(x, y):
    return x * y < 0
def test_opposite_Signs():
    test_cases = [(3, -2, True), (-5, -1, False), (0, 4, False), (0, 0, False), (7, 0, False), (-3, 4, True), (10, 10, False)]
    for (i, (x, y, expected)) in enumerate(test_cases):
        result = opposite_Signs(x, y)
        assert result == expected, f'Test case {i + 1} failed: x={x}, y={y}, expected={expected}, got={result}'
        print(f'Test case {i + 1} passed: x={x}, y={y}, result={result}')","The solution passed all test cases.
Correct Solution:def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ",1.0,0.0
